SECTION,PROC_CDE,DESCRIPTION,ADD_DATE,ACTION_DATE,TERM_DATE,ACTION_CODE
PL13,G0147,"Screening cytopathology smears, cervical or vaginal, performed by automated system under physician supervision",19990101,19990101,,N
PL13,G0148,"Screening cytopathology smears, cervical or vaginal, performed by automated system with manual rescreening",19990101,19990101,,N
EM10,G0151,"Services performed by a qualified physical therapist in the home health or hospice setting, each 15 minutes",19990701,20110101,,N
EM10,G0152,"Services performed by a qualified occupational therapist in the home health or hospice setting, each 15 minutes",19990701,20110101,,N
EM10,G0153,"Services performed by a qualified speech-language pathologist in the home health or hospice setting, each 15 minutes",19990701,20110101,,N
EM10,G0154,"Direct skilled nursing services of a licensed nurse (lpn or rn) in the home health or hospice setting, each 15 minutes",19990701,20160301,20160229,D
EM10,G0155,"Services of clinical social worker in home health or hospice settings, each 15 minutes",19990701,20100101,,N
EM10,G0156,"Services of home health/hospice aide in home health or hospice settings, each 15 minutes",19990701,20100101,,N
EM10,G0157,"Services performed by a qualified physical therapist assistant in the home health or hospice setting, each 15 minutes",20110101,20110101,,N
EM10,G0158,"Services performed by a qualified occupational therapist assistant in the home health or hospice setting, each 15 minutes",20110101,20110101,,N
EM10,G0159,"Services performed by a qualified physical therapist, in the home health setting, in the establishment or delivery of a safe and effective physical therapy maintenance program, each 15 minutes",20110101,20110101,,N
EM10,G0160,"Services performed by a qualified occupational therapist, in the home health setting, in the establishment or delivery of a safe and effective occupational therapy maintenance program, each 15 minutes",20110101,20110101,,N
EM10,G0161,"Services performed by a qualified speech-language pathologist, in the home health setting, in the establishment or delivery of a safe and effective speech-language pathology maintenance program, each 15 minutes",20110101,20110101,,N
,G0162,Skilled services by a registered nurse (rn) for management and evaluation of the plan of care; each 15 minutes (the patient's underlying condition or complication requires an rn to ensure that essential non-skilled care achieves its purpose in the home health or hospice setting),20110101,20110101,,N
,G0163,"Skilled services of a licensed nurse (lpn or rn) for the observation and assessment of the patient's condition, each 15 minutes (the change in the patient's condition requires skilled nursing personnel to identify and evaluate the patient's need for possible modification of treatment in the home health or hospice setting)",20110101,20170101,20161231,D
,G0164,"Skilled services of a licensed nurse (lpn or rn), in the training and/or education of a patient or family member, in the home health or hospice setting, each 15 minutes",20110101,20170101,20161231,D
,G0166,"External counterpulsation, per treatment session",20000101,20000101,,N
,G0168,Wound closure utilizing tissue adhesive(s) only,20000101,20000101,,N
,G0173,"Linear accelerator based stereotactic radiosurgery, complete course of therapy in one session",20000801,20150101,20141231,N
,G0175,Scheduled interdisciplinary team conference (minimum of three exclusive of patient care nursing staff) with patient present,20000701,20000701,,N
,G0176,"Activity therapy, such as music, dance, art or play therapies not for recreation, related to the care and treatment of patient's disabling mental health problems, per session (45 minutes or more)",20010101,20010101,,N
,G0177,Training and educational services related to the care and treatment of patient's disabling mental health problems per session (45 minutes or more),20010101,20010101,,N
,G0179,"Physician re-certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implementation of the plan of care that meets patient's needs, per re-certification period",20010101,20010101,,N
,G0180,"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implementation of the plan of care that meets patient's needs, per certification period",20001001,20001001,,N
,G0181,"Physician supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patient status, review of laboratory and other studies, communication (including telephone calls) with other health care professionals involved in the patient's care, integration of new information into the medical treatment plan and/or adjustment of medical therapy, within a calendar month, 30 minutes or more",20010101,20010101,,N
,G0182,"Physician supervision of a patient under a medicare-approved hospice (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of care plans, review of subsequent reports of patient status, review of laboratory and other studies, communication (including telephone calls) with other health care professionals involved in the patient's care, integration of new information into the medical treatment plan and/or adjustment of medical therapy, within a calendar month, 30 minutes or more",20010101,20010101,,N
,G0186,"Destruction of localized lesion of choroid (for example, choroidal neovascularization); photocoagulation, feeder vessel technique (one or more sessions)",20010101,20010101,,N
R4,G0202,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (cad) when performed",20010401,20170101,,C
R4,G0204,"Diagnostic mammography, including computer-aided detection (cad) when performed; bilateral",20010401,20170101,,C
R4,G0206,"Diagnostic mammography, including computer-aided detection (cad) when performed; unilateral",20010401,20170101,,C
R1,G0219,Pet imaging whole body; melanoma for non-covered indications,20010701,20010701,,N
R1,G0235,"Pet imaging, any site, not otherwise specified",20060101,20060101,,N
,G0237,"Therapeutic procedures to increase strength or endurance of respiratory muscles, face to face, one on one, each 15 minutes (includes monitoring)",20020101,20041001,,N
,G0238,"Therapeutic procedures to improve respiratory function, other than described by g0237, one on one, face to face, per 15 minutes (includes monitoring)",20020101,20041001,,N
,G0239,"Therapeutic procedures to improve respiratory function or increase strength or endurance of respiratory muscles, two or more individuals (includes monitoring)",20020101,20041001,,N
,G0245,"Initial physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) which must include: (1) the diagnosis of lops, (2) a patient history, (3) a physical examination that consists of at least the following elements: (a) visual inspection of the forefoot, hindfoot and toe web spaces, (b) evaluation of a protective sensation, (c) evaluation of foot structure and biomechanics, (d) evaluation of vascular status and skin integrity, and (e) evaluation and recommendation of footwear and (4) patient education",20020701,20020701,,N
,G0246,"Follow-up physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include at least the following: (1) a patient history, (2) a physical examination that includes: (a) visual inspection of the forefoot, hindfoot and toe web spaces, (b) evaluation of protective sensation, (c) evaluation of foot structure and biomechanics, (d) evaluation of vascular status and skin integrity, and (e) evaluation and recommendation of footwear, and (3) patient education",20020701,20020701,,N
,G0247,"Routine foot care by a physician of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) to include, the local care of superficial wounds (i.e. superficial to muscle and fascia) and at least the following if present: (1) local care of superficial wounds, (2) debridement of corns and calluses, and (3) trimming and debridement of nails",20020701,20030701,,N
,G0248,"Demonstration, prior to initiation of home inr monitoring, for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria, under the direction of a physician; includes: face-to-face demonstration of use and care of the inr monitor, obtaining at least one blood sample, provision of instructions for reporting home inr test results, and documentation of patient's ability to perform testing and report results",20020701,20080319,,N
,G0249,"Provision of test materials and equipment for home inr monitoring of patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; includes: provision of materials for use in the home and reporting of test results to physician; testing not occurring more frequently than once a week; testing materials, billing units of service include 4 tests",20020701,20080319,,N
,G0250,"Physician review, interpretation, and patient management of home inr testing for patient with either mechanical heart valve(s), chronic atrial fibrillation, or venous thromboembolism who meets medicare coverage criteria; testing not occurring more frequently than once a week; billing units of service include 4 tests",20020701,20080319,,N
,G0251,"Linear accelerator based stereotactic radiosurgery, delivery including collimator changes and custom plugging, fractionated treatment, all lesions, per session, maximum five sessions per course of treatment",20020401,20150101,20141231,N
,G0252,"Pet imaging, full and partial-ring pet scanners only, for initial diagnosis of breast cancer and/or surgical planning for breast cancer (e.g., initial staging of axillary lymph nodes)",20021001,20021001,,N
,G0255,"Current perception threshold/sensory nerve conduction test, (snct) per limb, any nerve",20021001,20021001,,N
,G0257,Unscheduled or emergency dialysis treatment for an esrd patient in a hospital outpatient department that is not certified as an esrd facility,20030101,20030101,,N
,G0259,Injection procedure for sacroiliac joint; arthrograpy,20030101,20030101,,N
,G0260,"Injection procedure for sacroiliac joint; provision of anesthetic, steroid and/or other therapeutic agent, with or without arthrography",20030101,20041001,,N
,G0268,Removal of impacted cerumen (one or both ears) by physician on same date of service as audiologic function testing,20030101,20030101,,N
,G0269,"Placement of occlusive device into either a venous or arterial access site, post surgical or interventional procedure (e.g., angioseal plug, vascular plug)",20030101,20030101,,N
,G0270,"Medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition or treatment regimen (including additional hours needed for renal disease), individual, face to face with the patient, each 15 minutes",20030101,20030101,,N
,G0271,"Medical nutrition therapy, reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition, or treatment regimen (including additional hours needed for renal disease), group (2 or more individuals), each 30 minutes",20030101,20030101,,N
,G0275,"Renal angiography, non-selective, one or both kidneys, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of any catheter in the abdominal aorta at or near the origins (ostia) of the renal arteries, injection of dye, flush aortogram, production of permanent images, and radiologic supervision and interpretation (list separately in addition to primary procedure)",20030101,20140101,20131231,N
,G0276,"Blinded procedure for lumbar stenosis, percutaneous image-guided lumbar decompression (pild) or placebo-control, performed in an approved coverage with evidence development (ced) clinical trial",20150101,20150101,,N
,G0277,"Hyperbaric oxygen under pressure, full body chamber, per 30 minute interval",20150101,20150101,,N
,G0278,"Iliac and/or femoral artery angiography, non-selective, bilateral or ipsilateral to catheter insertion, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of the catheter in the distal aorta or ipsilateral femoral or iliac artery, injection of dye, production of permanent images, and radiologic supervision and interpretation (list separately in addition to primary procedure)",20030101,20080101,,N
,G0279,"Diagnostic digital breast tomosynthesis, unilateral or bilateral (list separately in addition to g0204 or g0206)",20150101,20150101,,N
,G0281,"Electrical stimulation, (unattended), to one or more areas, for chronic stage iii and stage iv pressure ulcers, arterial ulcers, diabetic ulcers, and venous stasis ulcers not demonstrating measurable signs of healing after 30 days of conventional care, as part of a therapy plan of care",20030401,20030401,,N
,G0282,"Electrical stimulation, (unattended), to one or more areas, for wound care other than described in g0281",20030401,20030401,,N
,G0283,"Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",20030101,20030101,,N
,G0288,"Reconstruction, computed tomographic angiography of aorta for surgical planning for vascular surgery",20030101,20060101,,N
,G0289,"Arthroscopy, knee, surgical, for removal of loose body, foreign body, debridement/shaving of articular cartilage (chondroplasty) at the time of other surgical knee arthroscopy in a different compartment of the same knee",20030101,20030101,,N
,G0293,"Noncovered surgical procedure(s) using conscious sedation, regional, general or spinal anesthesia in a medicare qualifying clinical trial, per day",20030101,20030101,,N
,G0294,"Noncovered procedure(s) using either no anesthesia or local anesthesia only, in a medicare qualifying clinical trial, per day",20030101,20030101,,N
,G0295,"Electromagnetic therapy, to one or more areas, for wound care other than described in g0329 or for other uses",20030401,20040701,,N
,G0296,Counseling visit to discuss need for lung cancer screening using low dose ct scan (ldct) (service is for eligibility determination and shared decision making),20150205,20150205,,N
,G0297,Low dose ct scan (ldct) for lung cancer screening,20150205,20150205,,N
,G0299,"Direct skilled nursing services of a registered nurse (rn) in the home health or hospice setting, each 15 minutes",20151102,20151102,,N
,G0300,"Direct skilled nursing services of a licensed practical nurse (lpn) in the home health or hospice setting, each 15 minutes",20151102,20151102,,N
,G0302,"Pre-operative pulmonary surgery services for preparation for lvrs, complete course of services, to include a minimum of 16 days of services",20040101,20040101,,N
,G0303,"Pre-operative pulmonary surgery services for preparation for lvrs, 10 to 15 days of services",20040101,20040101,,N
,G0304,"Pre-operative pulmonary surgery services for preparation for lvrs, 1 to 9 days of services",20040101,20040101,,N
,G0305,"Post-discharge pulmonary surgery services after lvrs, minimum of 6 days of services",20040101,20040101,,N
,G0306,"Complete cbc, automated (hgb, hct, rbc, wbc, without platelet count) and automated wbc differential count",20040101,20090101,,N
,G0307,"Complete (cbc), automated (hgb, hct, rbc, wbc; without platelet count)",20040101,20090101,,N
,G0328,"Colorectal cancer screening; fecal occult blood test, immunoassay, 1-3 simultaneous",20040101,20040101,,N
,G0329,"Electromagnetic therapy, to one or more areas for chronic stage iii and stage iv pressure ulcers, arterial ulcers, diabetic ulcers and venous stasis ulcers not demonstrating measurable signs of healing after 30 days of conventional care as part of a therapy plan of care",20040701,20040701,,N
,G0333,Pharmacy dispensing fee for inhalation drug(s); initial 30-day supply as a beneficiary,20060101,20060101,,N
,G0337,"Hospice evaluation and counseling services, pre-election",20050101,20050101,,N
,G0339,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, complete course of therapy in one session or first session of fractionated treatment",20040101,20140101,,N
,G0340,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, delivery including collimator changes and custom plugging, fractionated treatment, all lesions, per session, second through fifth sessions, maximum five sessions per course of treatment",20040101,20140101,,N
,G0341,"Percutaneous islet cell transplant, includes portal vein catheterization and infusion",20041001,20041001,,N
,G0342,"Laparoscopy for islet cell transplant, includes portal vein catheterization and infusion",20041001,20041001,,N
,G0343,"Laparotomy for islet cell transplant, includes portal vein catheterization and infusion",20041001,20041001,,N
,G0364,Bone marrow aspiration performed with bone marrow biopsy through the same incision on the same date of service,20050101,20050101,,N
,G0365,"Vessel mapping of vessels for hemodialysis access (services for preoperative vessel mapping prior to creation of hemodialysis access using an autogenous hemodialysis conduit, including arterial inflow and venous outflow)",20050101,20050101,,N
DME,G0372,Physician service required to establish and document the need for a power mobility device,20051025,20051025,,N
EM2,G0378,"Hospital observation service, per hour",20060101,20060101,,N
EM2,G0379,Direct admission of patient for hospital observation care,20060101,20100101,,N
EM5,G0380,"Level 1 hospital emergency department visit provided in a type b emergency department; (the ed must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 cfr 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",20070101,20080101,,N
EM5,G0381,"Level 2 hospital emergency department visit provided in a type b emergency department; (the ed must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 cfr 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",20070101,20080101,,N
EM5,G0382,"Level 3 hospital emergency department visit provided in a type b emergency department; (the ed must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 cfr 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",20070101,20080101,,N
EM5,G0383,"Level 4 hospital emergency department visit provided in a type b emergency department; (the ed must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 cfr 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",20070101,20080101,,N
EM5,G0384,"Level 5 hospital emergency department visit provided in a type b emergency department; (the ed must meet at least one of the following requirements: (1) it is licensed by the state in which it is located under applicable state law as an emergency room or emergency department; (2) it is held out to the public (by name, posted signs, advertising, or other means) as a place that provides care for emergency medical conditions on an urgent basis without requiring a previously scheduled appointment; or (3) during the calendar year immediately preceding the calendar year in which a determination under 42 cfr 489.24 is being made, based on a representative sample of patient visits that occurred during that calendar year, it provides at least one-third of all of its outpatient visits for the treatment of emergency medical conditions on an urgent basis without requiring a previously scheduled appointment)",20070101,20080101,,N
R2,G0389,Ultrasound b-scan and/or real time with image documentation; for abdominal aortic aneurysm (aaa) screening,20070101,20170101,20161231,D
EM6,G0390,Trauma response team associated with hospital critical care service,20070101,20070101,,N
,G0396,"Alcohol and/or substance (other than tobacco) abuse structured assessment (e.g., audit, dast), and brief intervention 15 to 30 minutes",20080101,20080101,,N
,G0397,"Alcohol and/or substance (other than tobacco) abuse structured assessment (e.g., audit, dast), and intervention, greater than 30 minutes",20080101,20080101,,N
,G0398,"Home sleep study test (hst) with type ii portable monitor, unattended; minimum of 7 channels: eeg, eog, emg, ecg/heart rate, airflow, respiratory effort and oxygen saturation",20080313,20080313,,N
,G0399,"Home sleep test (hst) with type iii portable monitor, unattended; minimum of 4 channels: 2 respiratory movement/airflow, 1 ecg/heart rate and 1 oxygen saturation",20080313,20080313,,N
,G0400,"Home sleep test (hst) with type iv portable monitor, unattended; minimum of 3 channels",20080313,20080313,,N
,G0402,"Initial preventive physical examination; face-to-face visit, services limited to new beneficiary during the first 12 months of medicare enrollment",20090101,20090101,,N
,G0403,"Electrocardiogram, routine ecg with 12 leads; performed as a screening for the initial preventive physical examination with interpretation and report",20090101,20090101,,N
,G0404,"Electrocardiogram, routine ecg with 12 leads; tracing only, without interpretation and report, performed as a screening for the initial preventive physical examination",20090101,20090101,,N
,G0405,"Electrocardiogram, routine ecg with 12 leads; interpretation and report only, performed as a screening for the initial preventive physical examination",20090101,20090101,,N
,G0406,"Follow-up inpatient consultation, limited, physicians typically spend 15 minutes communicating with the patient via telehealth",20090101,20120101,,N
,G0407,"Follow-up inpatient consultation, intermediate, physicians typically spend 25 minutes communicating with the patient via telehealth",20090101,20120101,,N
,G0408,"Follow-up inpatient consultation, complex, physicians typically spend 35 minutes communicating with the patient via telehealth",20090101,20120101,,N
,G0409,"Social work and psychological services, directly relating to and/or furthering the patient's rehabilitation goals, each 15 minutes, face-to-face; individual (services provided by a corf-qualified social worker or psychologist in a corf)",20090101,20090101,,N
,G0410,"Group psychotherapy other than of a multiple-family group, in a partial hospitalization setting, approximately 45 to 50 minutes",20090101,20090101,,N
,G0411,"Interactive group psychotherapy, in a partial hospitalization setting, approximately 45 to 50 minutes",20090101,20090101,,N
,G0412,"Open treatment of iliac spine(s), tuberosity avulsion, or iliac wing fracture(s), unilateral or bilateral for pelvic bone fracture patterns which do not disrupt the pelvic ring includes internal fixation, when performed",20090101,20090101,,N
,G0413,"Percutaneous skeletal fixation of posterior pelvic bone fracture and/or dislocation, for fracture patterns which disrupt the pelvic ring, unilateral or bilateral, (includes ilium, sacroiliac joint and/or sacrum)",20090101,20090101,,N
,G0414,"Open treatment of anterior pelvic bone fracture and/or dislocation for fracture patterns which disrupt the pelvic ring, unilateral or bilateral, includes internal fixation when performed (includes pubic symphysis and/or superior/inferior rami)",20090101,20090101,,N
,G0415,"Open treatment of posterior pelvic bone fracture and/or dislocation, for fracture patterns which disrupt the pelvic ring, unilateral or bilateral, includes internal fixation, when performed (includes ilium, sacroiliac joint and/or sacrum)",20090101,20090101,,N
,G0416,"Surgical pathology, gross and microscopic examinations, for prostate needle biopsy, any method",20090101,20150101,,N
,G0417,"Surgical pathology, gross and microscopic examination, for prostate needle  biopsy, any method, 21-40 specimens",20090101,20150101,20141231,N
,G0418,"Surgical pathology, gross and microscopic examination, for prostate needle  biopsy, any method, 41-60 specimens",20090101,20150101,20141231,N
,G0419,"Surgical pathology, gross and microscopic examination, for prostate needle  biopsy, any method, >60 specimens",20090101,20150101,20141231,N
M24,G0420,"Face-to-face educational services related to the care of chronic kidney disease; individual, per session, per one hour",20100101,20100101,,N
M24,G0421,"Face-to-face educational services related to the care of chronic kidney disease; group, per session, per one hour",20100101,20100101,,N
,G0422,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring with exercise, per session",20100101,20100101,,N
,G0423,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring; without exercise, per session",20100101,20100101,,N
,G0424,"Pulmonary rehabilitation, including exercise (includes monitoring), one hour, per session, up to two sessions per day",20100101,20100101,,N
EM15,G0425,"Telehealth consultation, emergency department or initial inpatient, typically 30 minutes communicating with the patient via telehealth",20100101,20120101,,N
EM15,G0426,"Telehealth consultation, emergency department or initial inpatient, typically 50 minutes communicating with the patient via telehealth",20100101,20120101,,N
EM15,G0427,"Telehealth consultation, emergency department or initial inpatient, typically 70 minutes or more communicating with the patient via telehealth",20100101,20120101,,N
,G0428,"Collagen meniscus implant procedure for filling meniscal defects (e.g., cmi, collagen scaffold, menaflex)",20100525,20100525,,N
,G0429,"Dermal filler injection(s) for the treatment of facial lipodystrophy syndrome (lds) (e.g., as a result of highly active antiretroviral therapy)",20100323,20170101,,P
PL2,G0431,"Drug screen, qualitative; multiple drug classes by high complexity test method (e.g., immunoassay, enzyme assay), per patient encounter",20100101,20160101,20151231,N
,G0432,"Infectious agent antibody detection by enzyme immunoassay (eia) technique, hiv-1 and/or hiv-2, screening",20091208,20101001,,N
,G0433,"Infectious agent antibody detection by enzyme-linked immunosorbent assay (elisa) technique, hiv-1 and/or hiv-2, screening",20091208,20130101,,N
PL2,G0434,"Drug screen, other than chromatographic; any number of drug classes, by clia waived test or moderate complexity test, per patient encounter",20110101,20160101,20151231,N
,G0435,"Infectious agent antibody detection by rapid antibody test, hiv-1 and/or hiv-2, screening",20091208,20101001,,N
,G0436,"Smoking and tobacco cessation counseling visit for the asymptomatic patient; intermediate, greater than 3 minutes, up to 10 minutes",20110101,20161001,20160930,D
,G0437,"Smoking and tobacco cessation counseling visit for the asymptomatic patient; intensive, greater than 10 minutes",20110101,20161001,20160930,D
EM14,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",20110101,20110101,,N
EM14,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",20110101,20110101,,N
PL2,G0442,"Annual alcohol misuse screening, 15 minutes",20111014,20111014,,N
M29,G0443,"Brief face-to-face behavioral counseling for alcohol misuse, 15 minutes",20111014,20111014,,N
,G0444,"Annual depression screening, 15 minutes",20111014,20111014,,N
,G0445,"High intensity behavioral counseling to prevent sexually transmitted infection; face-to-face, individual, includes: education, skills training and guidance on how to change sexual behavior; performed semi-annually, 30 minutes",20111108,20111108,,N
,G0446,"Annual, face-to-face intensive behavioral therapy for cardiovascular disease, individual, 15 minutes",20111108,20111108,,N
M15,G0447,"Face-to-face behavioral counseling for obesity, 15 minutes",20111129,20111129,,N
,G0448,"Insertion or replacement of a permanent pacing cardioverter-defibrillator system with transvenous lead(s), single or dual chamber with insertion of pacing electrode, cardiac venous system, for left ventricular pacing",20120101,20140101,,N
,G0451,"Development testing, with interpretation and report, per standardized instrument form",20120101,20120101,,N
,G0452,Molecular pathology procedure; physician interpretation and report,20130101,20130101,,N
,G0453,"Continuous intraoperative neurophysiology monitoring, from outside the operating room (remote or nearby), per patient, (attention directed exclusively to one patient) each 15 minutes (list in addition to primary procedure)",20130101,20130101,,N
DME,G0454,"Physician documentation of face-to-face visit for durable medical equipment determination performed by nurse practitioner, physician assistant or clinical nurse specialist",20130101,20130101,,N
,G0455,"Preparation with instillation of fecal microbiota by any method, including assessment of donor specimen",20130101,20130101,,N
,G0456,"Negative pressure wound therapy, (e.g. vacuum assisted drainage collection) using a mechanically-powered device, not durable medical equipment, including provision of cartridge and dressing(s), topical application(s), wound assessment, and instructions for ongoing care, per session; total wounds(s) surface area less than or equal to 50 square centimeters",20130101,20150101,20141231,N
,G0457,"Negative pressure wound therapy, (e.g. vacuum assisted drainage collection) using a mechanically-powered device, not durable medical equipment, including provision of cartridge and dressing(s), topical application(s), wound assessment, and instructions for ongoing care, per session; total wounds(s) surface area greater than 50 square centimeters",20130101,20150101,20141231,N
R6,G0458,"Low dose rate (ldr) prostate brachytherapy services, composite rate",20130101,20130101,,N
,G0459,"Inpatient telehealth pharmacologic management, including prescription, use, and review of medication with no more than minimal medical psychotherapy",20120802,20120802,,N
,G0460,"Autologous platelet rich plasma for chronic wounds/ulcers, including phlebotomy, centrifugation, and all other preparatory procedures, administration and dressings, per treatment",20120802,20120802,,N
,G0461,"Immunohistochemistry or immunocytochemistry, per specimen; first single or multiplex antibody stain",20140101,20150101,20141231,N
,G0462,"Immunohistochemistry or immunocytochemistry, per specimen; each additional single or multiplex antibody stain (list separately in addition to code for primary procedure)",20140101,20150101,20141231,N
,G0463,Hospital outpatient clinic visit for assessment and management of a patient,20140101,20140101,,N
,G0464,"Colorectal cancer screening; stool-based dna and fecal occult hemoglobin (e.g., kras, ndrg4 and bmp3)",20141009,20160101,20151231,N
,G0466,"Federally qualified health center (fqhc) visit, new patient; a medically-necessary, face-to-face encounter (one-on-one) between a new patient and a fqhc practitioner during which time one or more fqhc services are rendered and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving a fqhc visit",20141001,20141001,,N
,G0467,"Federally qualified health center (fqhc) visit, established patient; a medically-necessary, face-to-face encounter (one-on-one) between an established patient and a fqhc practitioner during which time one or more fqhc services are rendered and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving a fqhc visit",20141001,20141001,,N
,G0468,"Federally qualified health center (fqhc) visit, ippe or awv; a fqhc visit that includes an initial preventive physical examination (ippe) or annual wellness visit (awv) and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving an ippe or awv",20141001,20141001,,N
,G0469,"Federally qualified health center (fqhc) visit, mental health, new patient; a medically-necessary, face-to-face mental health encounter (one-on-one) between a new patient and a fqhc practitioner during which time one or more fqhc services are rendered and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving a mental health visit",20141001,20141001,,N
,G0470,"Federally qualified health center (fqhc) visit, mental health, established patient; a medically-necessary, face-to-face mental health encounter (one-on-one) between an established patient and a fqhc practitioner during which time one or more fqhc services are rendered and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving a mental health visit",20141001,20141001,,N
,G0471,Collection of venous blood by venipuncture or urine sample by catheterization from an individual in a skilled nursing facility (snf) or by a laboratory on behalf of a home health agency (hha),20140401,20140401,,N
,G0472,"Hepatitis c antibody screening, for individual at high risk and other covered indication(s)",20140602,20160101,,N
,G0473,"Face-to-face behavioral counseling for obesity, group (2-10), 30 minutes",20150101,20150101,,N
,G0475,"Hiv antigen/antibody, combination assay, screening",20150413,20150413,,N
,G0476,"Infectious agent detection by nucleic acid (dna or rna); human papillomavirus (hpv), high-risk types (e.g., 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 68) for cervical cancer screening, must be performed in addition to pap test",20150709,20150709,,N
PL2,G0477,"Drug test(s), presumptive, any number of drug classes; any number of devices or procedures, (e.g., immunoassay) capable of being read by direct optical observation only (e.g., dipsticks, cups, cards, cartridges), includes sample validation when performed, per date of service",20160101,20160101,,N
PL2,G0478,"Drug test(s), presumptive, any number of drug classes; any number of devices or procedures, (e.g., immunoassay) read by instrument-assisted direct optical observation (e.g., dipsticks, cups, cards, cartridges), includes sample validation when performed, per date of service",20160101,20160101,,N
PL2,G0479,"Drug test(s), presumptive, any number of drug classes; any number of devices or procedures by instrumented chemistry analyzers utilizing immunoassay, enzyme assay, tof, maldi, ldtd, desi, dart, ghpc, gc mass spectrometry), includes sample validation when performed, per date of service",20160101,20160101,,N
PL2,G0480,"Drug test(s), definitive, utilizing drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms (any type, single or tandem and excluding immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g., alcohol dehydrogenase)); qualitative or quantitative, all sources(s), includes specimen validity testing, per day, 1-7 drug class(es), including metabolite(s) if performed",20160101,20160101,,N
